BatterID,Season,BatterTeam,FB,GB,IFFB,LD,Center,Oppo,Pull,Barrel,FlareBurner,SolidContact,Topped,Under,Weak,xwOBAcon
112526,2015,NYM,2.0,27.0,3.0,7.0,15.0,16.0,8.0,0.0,9.0,0.0,18.0,4.0,0.0,0.2693548387096774
112526,2016,NYM,3.0,13.0,4.0,4.0,5.0,10.0,9.0,0.0,4.0,0.0,7.0,7.0,1.0,0.23273684210526313
112526,2017,ATL,1.0,4.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.15933333333333335
112526,2017,MIN,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.088
112526,2018,TEX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.081
116338,2015,MIN,95.0,208.0,30.0,88.0,115.0,125.0,176.0,21.0,91.0,22.0,164.0,103.0,12.0,0.3288062953995157
120074,2015,BOS,113.0,166.0,36.0,127.0,126.0,104.0,211.0,58.0,110.0,37.0,120.0,106.0,7.0,0.4843082191780822
120074,2016,BOS,130.0,155.0,40.0,133.0,119.0,92.0,246.0,71.0,95.0,37.0,112.0,125.0,4.0,0.48186936936936936
121347,2015,NYY,96.0,168.0,25.0,96.0,113.0,87.0,165.0,42.0,78.0,31.0,135.0,91.0,4.0,0.44971916010498686
121347,2016,NYY,36.0,74.0,13.0,38.0,43.0,49.0,69.0,12.0,35.0,9.0,56.0,42.0,6.0,0.38309375
133380,2015,MIL,53.0,86.0,23.0,78.0,65.0,73.0,102.0,10.0,59.0,11.0,70.0,77.0,9.0,0.32776694915254234
133380,2015,PIT,48.0,69.0,13.0,42.0,53.0,50.0,65.0,13.0,37.0,16.0,51.0,48.0,5.0,0.34613529411764704
134181,2015,TEX,94.0,216.0,39.0,161.0,160.0,145.0,197.0,28.0,134.0,40.0,172.0,120.0,11.0,0.3842910891089109
134181,2016,TEX,125.0,214.0,50.0,131.0,133.0,152.0,225.0,44.0,130.0,29.0,157.0,145.0,11.0,0.3878003875968992
134181,2017,TEX,72.0,127.0,18.0,77.0,96.0,69.0,118.0,17.0,76.0,19.0,91.0,75.0,14.0,0.3822945205479452
134181,2018,TEX,88.0,135.0,18.0,104.0,95.0,121.0,127.0,22.0,96.0,24.0,108.0,89.0,5.0,0.38282558139534884
136860,2015,NYY,106.0,147.0,34.0,112.0,116.0,91.0,184.0,23.0,109.0,30.0,111.0,111.0,7.0,0.38422250639386185
136860,2016,NYY,72.0,118.0,30.0,73.0,73.0,70.0,147.0,25.0,73.0,9.0,93.0,86.0,3.0,0.38127681660899654
136860,2016,TEX,29.0,75.0,10.0,48.0,28.0,40.0,86.0,6.0,43.0,9.0,63.0,38.0,3.0,0.35140123456790123
136860,2017,HOU,90.0,163.0,33.0,85.0,100.0,77.0,178.0,17.0,91.0,20.0,125.0,108.0,10.0,0.3332991913746631
150029,2015,WSH,59.0,90.0,25.0,79.0,68.0,92.0,93.0,20.0,58.0,22.0,68.0,77.0,6.0,0.38509561752988053
150029,2016,WSH,104.0,162.0,27.0,99.0,107.0,114.0,168.0,29.0,92.0,25.0,120.0,110.0,5.0,0.3915538057742782
150029,2017,WSH,42.0,74.0,21.0,47.0,49.0,48.0,82.0,15.0,44.0,11.0,53.0,52.0,7.0,0.39081318681318683
150212,2015,NYM,53.0,147.0,18.0,74.0,74.0,100.0,114.0,13.0,70.0,18.0,113.0,58.0,9.0,0.34848398576512457
150229,2015,ATL,63.0,181.0,19.0,110.0,96.0,97.0,174.0,13.0,110.0,15.0,142.0,70.0,18.0,0.33946739130434783
150229,2016,ATL,37.0,114.0,11.0,59.0,68.0,59.0,94.0,4.0,46.0,15.0,96.0,48.0,9.0,0.30720642201834863
150302,2015,CIN,2.0,6.0,2.0,3.0,2.0,8.0,3.0,0.0,3.0,0.0,4.0,3.0,1.0,0.24018181818181816
150359,2015,PIT,3.0,25.0,0.0,4.0,11.0,11.0,10.0,1.0,3.0,1.0,16.0,1.0,1.0,0.27169565217391306
217100,2015,SEA,12.0,27.0,5.0,12.0,16.0,17.0,23.0,1.0,10.0,2.0,22.0,16.0,1.0,0.2566153846153846
218596,2015,SF,8.0,12.0,3.0,7.0,9.0,14.0,7.0,0.0,6.0,2.0,7.0,8.0,3.0,0.24746153846153846
276519,2015,LAD,107.0,179.0,42.0,105.0,88.0,104.0,237.0,11.0,103.0,18.0,131.0,135.0,16.0,0.3009927536231884
276519,2016,CWS,28.0,56.0,12.0,21.0,25.0,26.0,66.0,2.0,27.0,3.0,48.0,32.0,3.0,0.2691304347826087
276520,2017,CIN,0.0,8.0,4.0,7.0,6.0,6.0,7.0,0.0,6.0,0.0,5.0,4.0,1.0,0.341
279571,2016,WSH,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
279824,2015,TOR,0.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.186
282332,2015,NYY,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.598
282332,2016,NYY,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.321
282332,2017,NYY,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.022
282332,2019,NYY,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.476
285064,2015,SF,2.0,26.0,0.0,3.0,8.0,15.0,7.0,0.0,3.0,2.0,14.0,1.0,2.0,0.22313636363636363
285064,2016,PIT,0.0,6.0,0.0,2.0,1.0,4.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.3242
285078,2015,TEX,21.0,54.0,6.0,39.0,22.0,26.0,72.0,10.0,33.0,10.0,40.0,22.0,5.0,0.41805833333333337
285079,2015,TOR,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.414
285079,2017,ATL,3.0,40.0,5.0,8.0,15.0,26.0,11.0,0.0,7.0,0.0,27.0,8.0,9.0,0.1966470588235294
346798,2015,MIL,2.0,19.0,2.0,9.0,10.0,15.0,7.0,0.0,9.0,0.0,11.0,4.0,2.0,0.30446153846153845
346874,2015,ATL,24.0,58.0,3.0,29.0,36.0,31.0,43.0,7.0,29.0,2.0,50.0,21.0,4.0,0.36590265486725665
346874,2015,LAD,14.0,33.0,7.0,19.0,28.0,29.0,16.0,0.0,20.0,3.0,25.0,21.0,1.0,0.27977142857142856
346874,2015,NYM,24.0,38.0,13.0,19.0,36.0,28.0,29.0,9.0,20.0,6.0,29.0,28.0,1.0,0.3869032258064516
346874,2016,CLE,35.0,90.0,17.0,50.0,61.0,53.0,73.0,14.0,53.0,11.0,67.0,41.0,6.0,0.37801562499999997
400085,2015,MIA,47.0,212.0,19.0,78.0,105.0,121.0,125.0,2.0,75.0,3.0,179.0,72.0,15.0,0.24862716763005782
400085,2016,MIA,40.0,144.0,17.0,89.0,89.0,84.0,116.0,2.0,79.0,6.0,127.0,56.0,14.0,0.294169014084507
400085,2017,MIA,27.0,94.0,8.0,33.0,42.0,57.0,61.0,1.0,32.0,3.0,72.0,33.0,18.0,0.26339622641509436
400085,2018,SEA,8.0,21.0,3.0,5.0,10.0,12.0,14.0,0.0,6.0,0.0,18.0,11.0,1.0,0.21933333333333332
400085,2019,SEA,0.0,2.0,2.0,0.0,1.0,1.0,2.0,,,,,,,
400121,2015,DET,102.0,159.0,30.0,104.0,108.0,101.0,183.0,16.0,100.0,34.0,117.0,104.0,18.0,0.3577352185089974
400121,2016,DET,126.0,181.0,36.0,123.0,109.0,118.0,222.0,39.0,133.0,37.0,126.0,120.0,10.0,0.4120387096774194
400121,2017,DET,80.0,144.0,17.0,90.0,83.0,84.0,148.0,18.0,93.0,19.0,101.0,88.0,9.0,0.3718475609756097
400121,2018,DET,106.0,177.0,29.0,113.0,107.0,117.0,192.0,20.0,123.0,21.0,125.0,122.0,13.0,0.3332193396226415
400284,2015,LAD,21.0,46.0,3.0,26.0,36.0,16.0,44.0,4.0,23.0,7.0,36.0,22.0,2.0,0.33872340425531916
400284,2015,PHI,47.0,96.0,21.0,57.0,62.0,52.0,102.0,5.0,62.0,9.0,69.0,65.0,6.0,0.31412962962962965
400284,2016,LAD,85.0,181.0,25.0,108.0,104.0,78.0,212.0,17.0,128.0,24.0,117.0,92.0,13.0,0.3594859335038363
400284,2017,LAD,71.0,111.0,9.0,64.0,51.0,69.0,131.0,11.0,53.0,23.0,84.0,70.0,10.0,0.33488844621513947
400284,2018,LAD,36.0,56.0,7.0,32.0,33.0,36.0,55.0,3.0,33.0,5.0,40.0,43.0,2.0,0.3036031746031746
405395,2015,LAA,136.0,228.0,42.0,127.0,156.0,132.0,244.0,41.0,121.0,28.0,171.0,154.0,8.0,0.3760114722753346
405395,2016,LAA,136.0,237.0,33.0,118.0,155.0,122.0,238.0,48.0,120.0,41.0,181.0,119.0,2.0,0.4053913894324853
405395,2017,LAA,118.0,219.0,41.0,126.0,139.0,110.0,239.0,27.0,122.0,39.0,164.0,132.0,18.0,0.3649661354581673
405395,2018,LAA,91.0,165.0,41.0,106.0,123.0,87.0,183.0,25.0,103.0,27.0,128.0,111.0,9.0,0.36585856079404466
405395,2019,LAA,115.0,199.0,44.0,73.0,121.0,87.0,220.0,25.0,102.0,16.0,148.0,119.0,14.0,0.3419528301886792
405395,2020,LAA,24.0,51.0,19.0,34.0,32.0,28.0,68.0,7.0,32.0,7.0,38.0,38.0,3.0,0.343032
405395,2021,LAA,20.0,28.0,10.0,15.0,17.0,20.0,36.0,7.0,15.0,6.0,22.0,22.0,1.0,0.39345205479452056
405395,2021,LAD,42.0,79.0,8.0,30.0,34.0,46.0,79.0,14.0,35.0,3.0,63.0,40.0,4.0,0.36777987421383646
405395,2022,STL,76.0,98.0,31.0,53.0,59.0,53.0,146.0,31.0,58.0,18.0,75.0,69.0,7.0,0.4057403100775194
407781,2015,CIN,62.0,110.0,16.0,73.0,74.0,80.0,105.0,22.0,56.0,12.0,75.0,69.0,14.0,0.38587903225806447
407781,2015,SF,21.0,50.0,2.0,32.0,18.0,39.0,48.0,9.0,24.0,8.0,36.0,21.0,3.0,0.4362178217821782
407781,2016,CLE,19.0,28.0,4.0,29.0,16.0,32.0,32.0,6.0,24.0,3.0,17.0,25.0,4.0,0.40037974683544303
407793,2015,STL,6.0,25.0,4.0,7.0,7.0,24.0,11.0,0.0,8.0,0.0,16.0,10.0,4.0,0.23355263157894737
407793,2016,CHC,6.0,20.0,1.0,9.0,13.0,14.0,8.0,1.0,7.0,0.0,15.0,9.0,0.0,0.2714375
407793,2017,CHC,1.0,26.0,1.0,7.0,11.0,12.0,11.0,0.0,6.0,1.0,17.0,3.0,4.0,0.25570967741935485
407812,2015,STL,29.0,92.0,12.0,50.0,64.0,76.0,41.0,9.0,53.0,7.0,71.0,35.0,4.0,0.36183240223463686
407812,2016,STL,60.0,157.0,23.0,72.0,84.0,95.0,123.0,25.0,71.0,23.0,121.0,65.0,4.0,0.38932362459546926
407812,2017,NYY,65.0,127.0,21.0,51.0,61.0,91.0,99.0,27.0,57.0,15.0,86.0,64.0,15.0,0.4132954545454545
407812,2018,COL,10.0,15.0,2.0,8.0,8.0,14.0,13.0,2.0,12.0,3.0,10.0,7.0,1.0,0.4302285714285714
407822,2015,COL,0.0,28.0,0.0,4.0,9.0,14.0,9.0,0.0,2.0,0.0,22.0,1.0,2.0,0.19144444444444442
407822,2016,COL,3.0,19.0,0.0,3.0,5.0,6.0,11.0,0.0,6.0,0.0,13.0,2.0,2.0,0.2513913043478261
407822,2017,ARI,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,,,,,,
407822,2018,ARI,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.094
407862,2015,WSH,4.0,6.0,2.0,5.0,5.0,8.0,3.0,1.0,5.0,0.0,5.0,5.0,0.0,0.38425
407893,2015,NYY,87.0,124.0,27.0,74.0,68.0,56.0,174.0,29.0,69.0,30.0,83.0,81.0,13.0,0.4219737704918033
407893,2016,NYY,68.0,125.0,20.0,71.0,58.0,63.0,160.0,21.0,55.0,22.0,102.0,70.0,10.0,0.36646071428571425
407908,2016,SEA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.042
408042,2015,ARI,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0215
408045,2015,MIN,65.0,280.0,9.0,132.0,131.0,158.0,190.0,18.0,139.0,39.0,209.0,58.0,18.0,0.38223076923076926
408045,2016,MIN,72.0,211.0,3.0,117.0,101.0,143.0,149.0,24.0,115.0,29.0,172.0,48.0,7.0,0.3896759493670886
408045,2017,MIN,66.0,232.0,9.0,138.0,119.0,170.0,142.0,20.0,146.0,26.0,160.0,74.0,18.0,0.39872072072072073
408045,2018,MIN,66.0,211.0,7.0,120.0,118.0,138.0,145.0,20.0,127.0,29.0,158.0,50.0,7.0,0.3956317135549872
408047,2015,COL,25.0,69.0,7.0,42.0,51.0,37.0,55.0,8.0,28.0,9.0,56.0,30.0,5.0,0.35175735294117644
408047,2016,CWS,26.0,74.0,8.0,45.0,34.0,45.0,71.0,6.0,36.0,12.0,65.0,32.0,1.0,0.3548421052631579
408234,2015,DET,87.0,151.0,15.0,96.0,91.0,130.0,124.0,37.0,101.0,31.0,100.0,67.0,6.0,0.4987280701754386
408234,2016,DET,113.0,208.0,21.0,142.0,125.0,159.0,185.0,77.0,122.0,36.0,144.0,93.0,9.0,0.5369896049896049
408234,2017,DET,85.0,147.0,13.0,117.0,106.0,124.0,116.0,38.0,98.0,39.0,102.0,71.0,13.0,0.45303047091412746
408234,2018,DET,15.0,61.0,5.0,27.0,28.0,29.0,40.0,5.0,38.0,10.0,39.0,16.0,0.0,0.4249074074074074
408234,2019,DET,87.0,175.0,19.0,109.0,116.0,147.0,126.0,25.0,118.0,28.0,127.0,84.0,5.0,0.38986563307493544
408234,2020,DET,34.0,66.0,8.0,47.0,48.0,44.0,63.0,15.0,50.0,9.0,45.0,32.0,2.0,0.4669411764705882
408234,2021,DET,94.0,178.0,13.0,78.0,121.0,116.0,126.0,30.0,83.0,31.0,124.0,78.0,12.0,0.386840782122905
408234,2022,DET,59.0,158.0,6.0,78.0,86.0,105.0,110.0,14.0,87.0,11.0,126.0,55.0,6.0,0.3458996655518395
408236,2015,LAD,92.0,184.0,30.0,161.0,130.0,129.0,206.0,39.0,130.0,44.0,137.0,97.0,9.0,0.42457017543859654
408236,2016,LAD,83.0,221.0,14.0,139.0,127.0,130.0,196.0,21.0,138.0,32.0,156.0,91.0,16.0,0.3834559471365639
408236,2017,LAD,48.0,80.0,9.0,55.0,57.0,57.0,74.0,7.0,49.0,14.0,56.0,58.0,8.0,0.33880208333333334
408236,2018,NYM,37.0,61.0,2.0,37.0,31.0,30.0,73.0,9.0,36.0,8.0,47.0,32.0,4.0,0.3853529411764706
408241,2015,SF,3.0,16.0,0.0,4.0,4.0,9.0,10.0,0.0,4.0,2.0,7.0,2.0,0.0,0.31620000000000004
408241,2016,SF,2.0,10.0,0.0,5.0,7.0,3.0,7.0,0.0,5.0,0.0,6.0,3.0,1.0,0.32580000000000003
408242,2015,SD,0.0,6.0,1.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,4.0,2.0,1.0,0.14900000000000002
408252,2015,CIN,83.0,239.0,34.0,168.0,148.0,190.0,182.0,12.0,156.0,17.0,187.0,118.0,15.0,0.3406990099009901
408252,2016,CIN,80.0,231.0,31.0,148.0,150.0,174.0,159.0,13.0,124.0,20.0,193.0,122.0,10.0,0.31656224066390043
408252,2017,ATL,58.0,214.0,29.0,114.0,115.0,158.0,134.0,11.0,120.0,10.0,164.0,82.0,20.0,0.331031941031941
408252,2017,LAA,24.0,38.0,5.0,20.0,18.0,33.0,35.0,1.0,24.0,5.0,30.0,23.0,3.0,0.32799999999999996
408252,2018,BOS,2.0,12.0,2.0,0.0,3.0,4.0,9.0,1.0,1.0,1.0,10.0,2.0,1.0,0.27825
408299,2015,KC,91.0,163.0,31.0,92.0,105.0,113.0,159.0,3.0,88.0,9.0,133.0,114.0,12.0,0.2833036211699164
408299,2016,KC,30.0,47.0,7.0,33.0,37.0,29.0,51.0,0.0,37.0,1.0,34.0,37.0,3.0,0.30345535714285715
408307,2015,LAD,23.0,62.0,6.0,49.0,46.0,37.0,57.0,10.0,39.0,10.0,48.0,27.0,2.0,0.4218161764705882
408307,2016,LAD,7.0,44.0,1.0,19.0,14.0,26.0,31.0,0.0,12.0,2.0,41.0,14.0,1.0,0.24272857142857143
408314,2015,COL,29.0,89.0,17.0,40.0,45.0,47.0,83.0,1.0,29.0,5.0,67.0,49.0,5.0,0.25140384615384614
408314,2015,TOR,40.0,110.0,38.0,68.0,78.0,58.0,120.0,0.0,68.0,5.0,89.0,75.0,9.0,0.2857276422764228
408314,2016,NYM,47.0,75.0,32.0,53.0,54.0,64.0,89.0,9.0,49.0,7.0,63.0,70.0,8.0,0.32732038834951455
408314,2017,NYM,98.0,167.0,54.0,111.0,122.0,103.0,190.0,11.0,106.0,18.0,127.0,138.0,21.0,0.297187648456057
408314,2018,NYM,41.0,85.0,22.0,42.0,37.0,49.0,93.0,5.0,43.0,5.0,68.0,59.0,7.0,0.27604278074866306
421685,2015,PHI,3.0,33.0,0.0,3.0,11.0,17.0,11.0,0.0,3.0,0.0,19.0,3.0,5.0,0.2125
424144,2016,WSH,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2755
424325,2015,CHC,32.0,36.0,11.0,22.0,20.0,29.0,45.0,6.0,18.0,10.0,27.0,31.0,5.0,0.32101030927835056
424325,2016,CHC,37.0,46.0,6.0,32.0,36.0,35.0,50.0,12.0,27.0,7.0,32.0,32.0,8.0,0.4158813559322034
424825,2015,OAK,16.0,44.0,9.0,32.0,18.0,29.0,54.0,1.0,24.0,2.0,38.0,30.0,4.0,0.2563131313131313
424825,2016,CLE,10.0,18.0,2.0,12.0,9.0,7.0,23.0,1.0,8.0,4.0,14.0,12.0,1.0,0.28015
424825,2016,OAK,78.0,138.0,16.0,100.0,87.0,86.0,159.0,8.0,86.0,12.0,98.0,105.0,13.0,0.3107546583850932
425386,2015,KC,0.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.12925
425496,2015,OAK,2.0,7.0,0.0,7.0,5.0,3.0,8.0,0.0,4.0,3.0,6.0,3.0,0.0,0.32625
425509,2015,STL,104.0,212.0,22.0,136.0,132.0,136.0,201.0,21.0,143.0,27.0,144.0,107.0,12.0,0.37832819383259914
425509,2016,STL,58.0,99.0,13.0,66.0,68.0,67.0,95.0,15.0,59.0,15.0,71.0,68.0,7.0,0.36308510638297875
425509,2017,STL,6.0,18.0,4.0,13.0,5.0,10.0,22.0,0.0,18.0,1.0,12.0,8.0,1.0,0.373425
425532,2015,PHI,0.0,13.0,2.0,6.0,4.0,8.0,9.0,0.0,7.0,0.0,8.0,2.0,0.0,0.28205882352941175
425532,2016,STL,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
425543,2015,DET,5.0,8.0,1.0,10.0,4.0,10.0,10.0,0.0,10.0,1.0,6.0,6.0,0.0,0.3707826086956522
425549,2015,SD,42.0,49.0,16.0,48.0,39.0,54.0,61.0,4.0,37.0,4.0,33.0,60.0,11.0,0.29236241610738256
425557,2015,MIA,7.0,25.0,1.0,14.0,10.0,15.0,22.0,3.0,14.0,3.0,19.0,4.0,4.0,0.4401914893617021
425560,2015,CWS,78.0,134.0,22.0,64.0,87.0,63.0,143.0,24.0,70.0,16.0,102.0,76.0,1.0,0.3801695501730104
425567,2015,KC,86.0,132.0,22.0,84.0,101.0,85.0,138.0,8.0,93.0,16.0,96.0,97.0,5.0,0.3193111111111111
425626,2015,NYY,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
425657,2015,SF,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
425664,2015,BOS,15.0,30.0,16.0,20.0,19.0,24.0,36.0,0.0,23.0,3.0,23.0,25.0,3.0,0.28594805194805195
425664,2015,LAA,11.0,30.0,11.0,18.0,12.0,32.0,26.0,0.0,22.0,1.0,20.0,22.0,2.0,0.26832835820895523
425766,2015,TB,68.0,142.0,21.0,99.0,73.0,102.0,149.0,4.0,105.0,4.0,117.0,93.0,6.0,0.31230699088145897
425766,2016,NYM,65.0,131.0,23.0,89.0,88.0,88.0,131.0,5.0,91.0,15.0,99.0,86.0,10.0,0.3282745098039216
425772,2015,MIA,17.0,31.0,8.0,16.0,19.0,21.0,32.0,1.0,18.0,3.0,23.0,23.0,2.0,0.28722857142857144
425772,2016,MIA,19.0,39.0,8.0,25.0,27.0,27.0,37.0,1.0,24.0,4.0,33.0,26.0,0.0,0.30928409090909087
425772,2017,ARI,25.0,54.0,11.0,36.0,39.0,31.0,51.0,2.0,31.0,9.0,46.0,35.0,2.0,0.33376799999999995
425772,2018,ARI,33.0,50.0,10.0,39.0,31.0,39.0,62.0,4.0,30.0,10.0,39.0,41.0,5.0,0.3065426356589147
425772,2019,TEX,33.0,57.0,18.0,34.0,37.0,51.0,54.0,2.0,36.0,5.0,46.0,47.0,3.0,0.2636474820143885
425772,2020,TEX,8.0,13.0,6.0,12.0,12.0,6.0,21.0,3.0,9.0,5.0,9.0,11.0,1.0,0.4069736842105263
425772,2021,ATL,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.147
425783,2015,TEX,71.0,216.0,9.0,119.0,101.0,96.0,211.0,35.0,104.0,30.0,163.0,65.0,9.0,0.4157906403940887
425783,2016,TEX,30.0,61.0,2.0,39.0,37.0,33.0,62.0,10.0,36.0,11.0,40.0,28.0,4.0,0.44596124031007756
425783,2017,TEX,81.0,212.0,10.0,115.0,117.0,95.0,187.0,36.0,110.0,26.0,146.0,77.0,20.0,0.4278819277108434
425783,2018,TEX,84.0,208.0,8.0,107.0,111.0,104.0,185.0,45.0,102.0,28.0,155.0,62.0,13.0,0.4231358024691358
425783,2019,TEX,89.0,202.0,14.0,94.0,116.0,101.0,181.0,35.0,111.0,36.0,132.0,67.0,15.0,0.4368939393939394
425783,2020,TEX,17.0,39.0,4.0,19.0,23.0,23.0,33.0,8.0,20.0,6.0,24.0,15.0,6.0,0.424126582278481
425784,2015,TB,57.0,86.0,30.0,46.0,56.0,71.0,87.0,14.0,35.0,15.0,68.0,71.0,7.0,0.3255619047619047
425784,2016,NYM,22.0,65.0,12.0,35.0,34.0,50.0,50.0,6.0,37.0,5.0,47.0,32.0,5.0,0.35643939393939394
425784,2017,CHC,12.0,8.0,0.0,9.0,4.0,13.0,11.0,5.0,10.0,2.0,4.0,6.0,1.0,0.5481785714285714
425784,2017,NYM,35.0,47.0,8.0,31.0,34.0,30.0,55.0,11.0,35.0,6.0,31.0,33.0,5.0,0.42120661157024797
425784,2018,ATL,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
425784,2018,LAA,16.0,15.0,2.0,17.0,13.0,19.0,18.0,6.0,11.0,4.0,13.0,15.0,0.0,0.47485714285714287
425784,2019,NYM,6.0,6.0,0.0,1.0,2.0,4.0,7.0,0.0,4.0,0.0,3.0,6.0,0.0,0.2891538461538462
425784,2020,NYM,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.854
425784,2021,CLE,9.0,16.0,2.0,7.0,8.0,8.0,18.0,4.0,8.0,3.0,10.0,6.0,3.0,0.3985294117647059
425784,2021,WSH,1.0,7.0,0.0,1.0,2.0,1.0,6.0,0.0,4.0,0.0,4.0,1.0,0.0,0.3138888888888889
425794,2015,STL,0.0,6.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,4.0,2.0,1.0,0.11028571428571429
425794,2016,STL,9.0,24.0,5.0,12.0,11.0,13.0,26.0,2.0,13.0,3.0,12.0,12.0,0.0,0.3895238095238095
425794,2017,STL,8.0,20.0,0.0,6.0,12.0,9.0,12.0,2.0,6.0,1.0,6.0,7.0,4.0,0.39053846153846156
425794,2018,STL,2.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,0.2185
425794,2019,STL,8.0,16.0,3.0,10.0,10.0,11.0,16.0,0.0,11.0,1.0,9.0,8.0,2.0,0.3115483870967742
425794,2021,STL,5.0,35.0,1.0,5.0,9.0,15.0,22.0,1.0,5.0,2.0,13.0,4.0,21.0,0.24736956521739129
425796,2015,PHI,53.0,104.0,22.0,73.0,86.0,62.0,96.0,12.0,71.0,7.0,84.0,68.0,8.0,0.36061200000000004
425796,2016,ATL,34.0,88.0,13.0,50.0,47.0,59.0,79.0,12.0,49.0,11.0,66.0,38.0,5.0,0.38635911602209944
425796,2016,MIA,7.0,18.0,3.0,8.0,7.0,10.0,19.0,0.0,8.0,2.0,14.0,9.0,3.0,0.28991666666666666
425834,2015,SD,26.0,66.0,12.0,41.0,29.0,44.0,72.0,9.0,40.0,11.0,39.0,27.0,10.0,0.41054411764705884
425834,2016,SD,54.0,115.0,13.0,60.0,65.0,79.0,82.0,16.0,66.0,20.0,78.0,47.0,14.0,0.4132365145228216
425834,2016,TOR,22.0,55.0,4.0,21.0,29.0,36.0,37.0,4.0,23.0,2.0,46.0,25.0,2.0,0.2899607843137255
425835,2015,LAD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.974
425844,2015,LAD,6.0,37.0,6.0,13.0,17.0,19.0,26.0,2.0,11.0,4.0,22.0,13.0,3.0,0.3000727272727273
425844,2016,ARI,8.0,25.0,4.0,11.0,12.0,19.0,15.0,2.0,11.0,0.0,15.0,13.0,2.0,0.34588372093023256
425844,2017,ARI,4.0,24.0,4.0,17.0,12.0,19.0,16.0,0.0,19.0,0.0,15.0,8.0,2.0,0.33575
425844,2018,ARI,9.0,27.0,4.0,12.0,12.0,22.0,18.0,2.0,16.0,0.0,16.0,11.0,3.0,0.30824999999999997
425844,2019,ARI,8.0,23.0,2.0,8.0,12.0,13.0,16.0,5.0,7.0,0.0,15.0,8.0,3.0,0.3730263157894737
425844,2019,HOU,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.765
425844,2021,HOU,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.042
425856,2016,TOR,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.102
425877,2015,STL,89.0,215.0,26.0,109.0,116.0,155.0,165.0,10.0,108.0,11.0,167.0,118.0,15.0,0.294986013986014
425877,2016,STL,93.0,231.0,17.0,132.0,128.0,161.0,171.0,17.0,136.0,27.0,172.0,103.0,13.0,0.3545555555555555
425877,2017,STL,103.0,185.0,34.0,115.0,132.0,119.0,175.0,26.0,117.0,27.0,124.0,121.0,15.0,0.37828372093023255
425877,2018,STL,103.0,161.0,27.0,108.0,94.0,103.0,190.0,22.0,107.0,28.0,115.0,111.0,16.0,0.36005764411027574
425877,2019,STL,81.0,145.0,27.0,113.0,112.0,97.0,157.0,14.0,106.0,27.0,107.0,92.0,11.0,0.35685434173669467
