PitcherID,Season,PitcherTeam,FB,GB,IFFB,LD,Center,Oppo,Pull,Barrel,FlareBurner,SolidContact,Topped,Under,Weak,xwOBAcon
452027,2015,TOR,2.0,4.0,0.0,2.0,1.0,2.0,5.0,1.0,2.0,0.0,3.0,1.0,0.0,0.5425714285714286
452027,2016,MIN,13.0,31.0,0.0,19.0,20.0,20.0,23.0,8.0,12.0,4.0,17.0,7.0,5.0,0.47011320754716984
452027,2017,SEA,37.0,44.0,11.0,36.0,34.0,41.0,52.0,7.0,40.0,5.0,35.0,40.0,1.0,0.371140625
452027,2021,MIN,14.0,23.0,8.0,22.0,21.0,22.0,24.0,10.0,18.0,6.0,15.0,15.0,3.0,0.5021641791044776
452061,2016,PIT,4.0,7.0,1.0,9.0,7.0,8.0,6.0,1.0,3.0,1.0,5.0,1.0,1.0,0.52
452657,2015,CHC,96.0,286.0,39.0,145.0,148.0,159.0,215.0,25.0,137.0,20.0,219.0,124.0,24.0,0.3396775956284153
452657,2016,CHC,105.0,257.0,39.0,140.0,135.0,165.0,241.0,22.0,129.0,25.0,197.0,128.0,19.0,0.3308884615384616
452657,2017,CHC,107.0,248.0,25.0,139.0,155.0,149.0,211.0,28.0,134.0,29.0,184.0,111.0,22.0,0.3683523622047244
452657,2018,CHC,126.0,217.0,35.0,164.0,160.0,115.0,227.0,36.0,142.0,39.0,164.0,137.0,12.0,0.3922905660377358
452657,2019,CHC,112.0,238.0,30.0,162.0,157.0,143.0,242.0,40.0,155.0,31.0,168.0,122.0,18.0,0.39982584269662924
452657,2020,CHC,59.0,98.0,10.0,36.0,66.0,53.0,84.0,25.0,46.0,10.0,67.0,46.0,9.0,0.4028620689655173
452657,2021,STL,49.0,103.0,14.0,51.0,76.0,44.0,97.0,16.0,52.0,13.0,76.0,46.0,14.0,0.3628064516129032
452657,2021,WSH,73.0,111.0,12.0,65.0,75.0,70.0,116.0,21.0,57.0,16.0,89.0,66.0,12.0,0.3674636015325671
452666,2015,SEA,40.0,78.0,15.0,42.0,37.0,63.0,73.0,5.0,40.0,7.0,58.0,52.0,6.0,0.30138095238095236
452666,2016,SEA,15.0,39.0,5.0,14.0,19.0,18.0,34.0,4.0,16.0,4.0,30.0,17.0,2.0,0.336027397260274
452666,2016,TEX,18.0,43.0,5.0,21.0,25.0,21.0,41.0,9.0,23.0,5.0,31.0,14.0,3.0,0.43799999999999994
452666,2017,ARI,24.0,41.0,2.0,16.0,28.0,26.0,26.0,9.0,23.0,2.0,26.0,18.0,5.0,0.42955421686746986
452678,2021,ARI,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.349
452718,2015,COL,95.0,206.0,37.0,159.0,143.0,137.0,217.0,31.0,121.0,30.0,149.0,125.0,15.0,0.3852632696390658
452718,2017,BOS,7.0,19.0,4.0,9.0,9.0,17.0,13.0,2.0,8.0,2.0,13.0,10.0,3.0,0.3615
452733,2015,DET,35.0,50.0,8.0,27.0,33.0,33.0,54.0,9.0,31.0,10.0,33.0,31.0,3.0,0.40373504273504274
452733,2016,CLE,1.0,5.0,1.0,2.0,1.0,2.0,6.0,1.0,6.0,0.0,0.0,1.0,1.0,0.6251111111111112
453156,2015,COL,17.0,58.0,5.0,30.0,41.0,26.0,43.0,1.0,28.0,3.0,43.0,25.0,4.0,0.3010673076923077
453172,2015,PIT,23.0,144.0,8.0,47.0,54.0,55.0,113.0,10.0,47.0,10.0,110.0,28.0,8.0,0.34428169014084503
453172,2016,PIT,31.0,116.0,14.0,35.0,51.0,49.0,94.0,10.0,45.0,4.0,84.0,35.0,5.0,0.31269398907103824
453172,2017,MIL,18.0,104.0,7.0,37.0,57.0,27.0,73.0,11.0,38.0,7.0,81.0,19.0,9.0,0.35584848484848486
453172,2018,CIN,29.0,141.0,7.0,37.0,50.0,48.0,102.0,10.0,42.0,10.0,114.0,27.0,6.0,0.29482775119617227
453172,2019,CIN,22.0,90.0,2.0,30.0,36.0,24.0,84.0,7.0,33.0,5.0,72.0,18.0,1.0,0.33093382352941175
453172,2019,PHI,10.0,34.0,4.0,14.0,7.0,9.0,46.0,7.0,8.0,4.0,32.0,9.0,1.0,0.3723770491803279
453172,2020,NYM,9.0,39.0,6.0,15.0,22.0,16.0,31.0,5.0,17.0,2.0,27.0,11.0,7.0,0.3299420289855073
453178,2015,SD,102.0,198.0,36.0,144.0,113.0,171.0,195.0,40.0,126.0,34.0,132.0,117.0,11.0,0.40829130434782607
453178,2016,KC,170.0,190.0,62.0,133.0,147.0,172.0,236.0,43.0,131.0,41.0,129.0,185.0,15.0,0.37850735294117643
453178,2017,KC,149.0,166.0,37.0,106.0,139.0,123.0,188.0,50.0,102.0,29.0,115.0,143.0,13.0,0.41613938053097344
453178,2018,KC,108.0,115.0,33.0,116.0,111.0,114.0,144.0,33.0,92.0,33.0,84.0,114.0,9.0,0.40172054794520545
453178,2019,KC,40.0,80.0,15.0,40.0,45.0,65.0,64.0,11.0,36.0,10.0,62.0,47.0,5.0,0.3469122807017544
453178,2020,KC,17.0,19.0,5.0,7.0,13.0,15.0,20.0,7.0,13.0,3.0,9.0,13.0,2.0,0.45444680851063834
453178,2021,PHI,25.0,13.0,12.0,13.0,14.0,21.0,27.0,8.0,13.0,4.0,8.0,27.0,3.0,0.4136984126984127
453178,2021,TEX,31.0,24.0,8.0,21.0,27.0,33.0,24.0,5.0,24.0,7.0,14.0,32.0,2.0,0.37020238095238095
453178,2022,ARI,54.0,40.0,14.0,56.0,54.0,50.0,60.0,20.0,45.0,13.0,28.0,53.0,4.0,0.43732515337423317
453192,2015,NYY,25.0,60.0,9.0,27.0,29.0,32.0,52.0,6.0,30.0,3.0,43.0,26.0,5.0,0.3266637168141593
453192,2016,CLE,10.0,32.0,2.0,11.0,7.0,18.0,28.0,2.0,9.0,4.0,27.0,10.0,2.0,0.3145
453192,2016,NYY,20.0,47.0,4.0,15.0,21.0,20.0,45.0,6.0,17.0,3.0,37.0,19.0,2.0,0.3522142857142857
453192,2017,CLE,32.0,52.0,6.0,33.0,28.0,52.0,42.0,4.0,25.0,4.0,39.0,34.0,13.0,0.3232016806722689
453192,2018,CLE,24.0,44.0,2.0,18.0,22.0,25.0,39.0,4.0,23.0,3.0,32.0,20.0,1.0,0.35630120481927713
453192,2019,STL,38.0,50.0,12.0,31.0,29.0,47.0,54.0,11.0,33.0,6.0,33.0,42.0,5.0,0.37406923076923076
453192,2020,STL,5.0,19.0,4.0,3.0,12.0,7.0,12.0,0.0,6.0,2.0,12.0,9.0,2.0,0.20274193548387098
453192,2021,STL,32.0,46.0,4.0,21.0,29.0,25.0,49.0,9.0,26.0,5.0,25.0,29.0,9.0,0.3835728155339806
453203,2015,MIN,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10650000000000001
453214,2015,BOS,60.0,104.0,19.0,47.0,66.0,63.0,101.0,15.0,40.0,12.0,72.0,66.0,5.0,0.3286952380952381
453214,2016,BOS,125.0,211.0,37.0,91.0,138.0,146.0,180.0,14.0,98.0,21.0,155.0,133.0,16.0,0.305512585812357
453214,2017,BOS,25.0,40.0,4.0,25.0,17.0,23.0,43.0,11.0,23.0,4.0,27.0,25.0,4.0,0.4372234042553192
453214,2018,BOS,29.0,83.0,14.0,27.0,43.0,43.0,64.0,10.0,32.0,5.0,62.0,37.0,5.0,0.32512582781456956
453214,2019,BOS,5.0,8.0,2.0,8.0,4.0,5.0,14.0,1.0,3.0,3.0,3.0,3.0,0.0,0.47523076923076923
453222,2015,CWS,11.0,71.0,6.0,31.0,30.0,23.0,66.0,3.0,35.0,3.0,44.0,13.0,5.0,0.31825242718446606
453222,2016,CWS,0.0,3.0,0.0,3.0,1.0,0.0,5.0,0.0,3.0,1.0,2.0,0.0,0.0,0.5021666666666667
453249,2015,CLE,15.0,52.0,7.0,26.0,26.0,26.0,48.0,2.0,26.0,4.0,45.0,21.0,2.0,0.29912
453249,2016,CLE,24.0,69.0,9.0,29.0,34.0,34.0,59.0,9.0,30.0,7.0,51.0,31.0,2.0,0.3681307692307692
453264,2015,ATL,5.0,7.0,0.0,6.0,2.0,6.0,10.0,2.0,5.0,2.0,5.0,3.0,0.0,0.47158823529411764
453265,2015,PIT,39.0,104.0,15.0,52.0,51.0,72.0,85.0,7.0,43.0,12.0,80.0,49.0,11.0,0.3203811881188119
453265,2016,PIT,47.0,88.0,21.0,35.0,49.0,60.0,79.0,13.0,34.0,10.0,69.0,51.0,8.0,0.3540054054054054
453265,2017,LAD,6.0,35.0,2.0,13.0,15.0,21.0,20.0,1.0,12.0,2.0,26.0,7.0,5.0,0.2971132075471698
453265,2017,PIT,29.0,73.0,15.0,40.0,43.0,52.0,54.0,5.0,37.0,3.0,56.0,43.0,8.0,0.3175592105263158
453265,2018,SF,40.0,81.0,14.0,39.0,44.0,61.0,67.0,11.0,30.0,11.0,64.0,49.0,5.0,0.35655882352941176
453265,2019,SF,38.0,80.0,15.0,40.0,50.0,58.0,64.0,11.0,45.0,10.0,53.0,45.0,8.0,0.36204651162790696
453265,2020,SF,14.0,27.0,3.0,10.0,17.0,10.0,27.0,5.0,8.0,3.0,24.0,12.0,1.0,0.35330188679245284
453265,2021,LAA,22.0,52.0,3.0,19.0,38.0,21.0,37.0,5.0,17.0,5.0,40.0,20.0,9.0,0.3255416666666667
453265,2021,SF,18.0,26.0,7.0,16.0,22.0,21.0,24.0,5.0,14.0,5.0,17.0,20.0,6.0,0.29800000000000004
453268,2020,COL,15.0,32.0,4.0,15.0,22.0,18.0,25.0,5.0,14.0,4.0,27.0,14.0,1.0,0.3603846153846154
453268,2021,COL,40.0,77.0,15.0,49.0,54.0,46.0,81.0,10.0,49.0,10.0,58.0,43.0,10.0,0.36504444444444445
453268,2022,COL,30.0,76.0,15.0,27.0,48.0,49.0,51.0,7.0,32.0,5.0,63.0,33.0,7.0,0.28213605442176876
453281,2016,PIT,7.0,13.0,4.0,8.0,6.0,7.0,13.0,0.0,5.0,0.0,9.0,9.0,0.0,0.2363478260869565
453281,2016,SEA,51.0,54.0,10.0,43.0,33.0,35.0,73.0,16.0,32.0,13.0,37.0,49.0,8.0,0.4220258064516129
453281,2017,PIT,46.0,100.0,13.0,52.0,64.0,46.0,99.0,13.0,64.0,12.0,67.0,40.0,12.0,0.39766826923076926
453281,2018,SEA,134.0,183.0,43.0,129.0,128.0,122.0,223.0,44.0,107.0,26.0,142.0,149.0,17.0,0.3694329896907217
453281,2019,SEA,110.0,167.0,27.0,104.0,109.0,116.0,183.0,32.0,98.0,29.0,128.0,110.0,9.0,0.39321921182266006
453281,2020,BAL,20.0,31.0,7.0,23.0,19.0,24.0,38.0,3.0,16.0,6.0,20.0,29.0,7.0,0.32809876543209876
453281,2021,BAL,7.0,10.0,1.0,7.0,5.0,7.0,13.0,3.0,6.0,2.0,8.0,5.0,1.0,0.43920000000000003
453281,2021,STL,37.0,54.0,13.0,42.0,39.0,39.0,68.0,12.0,40.0,10.0,31.0,46.0,7.0,0.37571917808219174
453284,2016,NYY,11.0,24.0,5.0,9.0,12.0,18.0,15.0,1.0,11.0,1.0,18.0,17.0,0.0,0.27789583333333334
453284,2016,SEA,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.2545
453284,2017,LAA,39.0,72.0,8.0,32.0,35.0,46.0,65.0,10.0,33.0,8.0,56.0,37.0,6.0,0.36608
453284,2018,LAA,48.0,64.0,18.0,54.0,36.0,61.0,81.0,17.0,48.0,12.0,47.0,58.0,1.0,0.41020765027322403
453284,2019,MIN,27.0,47.0,5.0,26.0,27.0,31.0,47.0,7.0,32.0,7.0,30.0,25.0,3.0,0.42136538461538464
453284,2019,PHI,15.0,18.0,6.0,21.0,19.0,15.0,25.0,8.0,22.0,1.0,9.0,15.0,4.0,0.46266101694915257
453284,2020,PHI,9.0,13.0,4.0,9.0,9.0,13.0,13.0,2.0,8.0,3.0,10.0,10.0,2.0,0.35934285714285713
453284,2021,CLE,36.0,53.0,15.0,28.0,37.0,37.0,58.0,9.0,33.0,7.0,40.0,40.0,3.0,0.3483636363636364
453286,2015,WSH,137.0,224.0,67.0,156.0,145.0,188.0,235.0,34.0,137.0,33.0,154.0,185.0,20.0,0.34857015985790407
453286,2016,WSH,139.0,193.0,75.0,149.0,123.0,187.0,229.0,34.0,124.0,27.0,133.0,187.0,21.0,0.3502851711026616
453286,2017,WSH,128.0,171.0,48.0,99.0,127.0,109.0,198.0,25.0,90.0,27.0,125.0,152.0,17.0,0.3303050458715596
453286,2018,WSH,130.0,177.0,80.0,116.0,138.0,135.0,204.0,33.0,115.0,32.0,129.0,170.0,17.0,0.3440625
453286,2019,WSH,102.0,169.0,29.0,109.0,98.0,131.0,180.0,27.0,110.0,24.0,121.0,106.0,20.0,0.36335539215686274
453286,2020,WSH,45.0,62.0,16.0,56.0,52.0,60.0,66.0,15.0,55.0,10.0,36.0,51.0,9.0,0.4374318181818182
453286,2021,LAD,45.0,59.0,14.0,48.0,44.0,51.0,71.0,5.0,43.0,11.0,37.0,56.0,13.0,0.3281272727272727
453286,2021,WSH,88.0,85.0,27.0,45.0,80.0,67.0,98.0,28.0,49.0,13.0,58.0,89.0,8.0,0.3855591836734694
453286,2022,NYM,110.0,117.0,49.0,81.0,102.0,112.0,143.0,30.0,82.0,14.0,78.0,132.0,18.0,0.3509576271186441
453307,2015,LAD,3.0,13.0,1.0,7.0,6.0,9.0,9.0,2.0,5.0,1.0,9.0,1.0,1.0,0.42594736842105263
453307,2016,LAA,6.0,15.0,0.0,6.0,3.0,6.0,18.0,2.0,6.0,1.0,12.0,4.0,2.0,0.37344444444444447
453311,2015,SF,52.0,106.0,11.0,65.0,72.0,52.0,110.0,10.0,59.0,17.0,73.0,57.0,9.0,0.37250666666666665
453311,2016,LAA,32.0,61.0,8.0,42.0,28.0,36.0,79.0,12.0,45.0,12.0,38.0,30.0,3.0,0.4338285714285714
453329,2015,BOS,75.0,164.0,13.0,82.0,88.0,86.0,144.0,6.0,83.0,19.0,130.0,71.0,10.0,0.33495924764890284
453329,2016,BOS,124.0,185.0,47.0,79.0,116.0,99.0,219.0,29.0,94.0,26.0,141.0,132.0,9.0,0.35049883990719255
453329,2017,PHI,7.0,10.0,4.0,11.0,6.0,4.0,15.0,1.0,9.0,2.0,7.0,11.0,2.0,0.3728125
453329,2018,ARI,64.0,124.0,22.0,76.0,92.0,79.0,114.0,18.0,69.0,16.0,92.0,82.0,5.0,0.3570673758865248
453329,2019,TOR,48.0,90.0,14.0,45.0,54.0,57.0,86.0,26.0,47.0,9.0,60.0,43.0,12.0,0.42197969543147207
453343,2015,PIT,33.0,125.0,11.0,46.0,52.0,68.0,93.0,5.0,51.0,10.0,100.0,33.0,9.0,0.2999471153846154
453343,2016,PIT,26.0,56.0,6.0,27.0,23.0,40.0,49.0,3.0,28.0,5.0,45.0,29.0,2.0,0.3167767857142857
453343,2016,WSH,5.0,50.0,3.0,19.0,20.0,20.0,34.0,3.0,15.0,1.0,35.0,6.0,4.0,0.2916875
453343,2017,SF,15.0,51.0,5.0,23.0,22.0,25.0,47.0,3.0,25.0,6.0,34.0,16.0,9.0,0.3554086021505376
453343,2018,SF,17.0,66.0,5.0,40.0,34.0,45.0,45.0,9.0,45.0,3.0,50.0,19.0,1.0,0.4057322834645669
453343,2019,ATL,5.0,39.0,3.0,16.0,18.0,17.0,28.0,1.0,18.0,3.0,33.0,8.0,0.0,0.32639682539682535
453343,2019,SF,15.0,80.0,6.0,32.0,39.0,35.0,59.0,3.0,33.0,7.0,70.0,17.0,3.0,0.33381203007518795
453343,2020,ATL,11.0,44.0,2.0,15.0,22.0,19.0,31.0,3.0,17.0,4.0,31.0,13.0,4.0,0.3054861111111111
453343,2021,SD,25.0,103.0,4.0,48.0,62.0,42.0,76.0,11.0,50.0,10.0,70.0,24.0,14.0,0.3713240223463687
453343,2022,ARI,42.0,84.0,12.0,52.0,56.0,68.0,66.0,13.0,54.0,11.0,63.0,40.0,8.0,0.35864550264550266
453344,2015,SD,13.0,46.0,7.0,30.0,23.0,36.0,37.0,3.0,29.0,6.0,33.0,19.0,3.0,0.3530645161290323
453344,2016,SD,11.0,27.0,3.0,16.0,12.0,26.0,19.0,2.0,19.0,1.0,18.0,14.0,2.0,0.34976785714285713
453344,2017,LAD,19.0,50.0,14.0,27.0,29.0,41.0,38.0,3.0,31.0,4.0,36.0,31.0,4.0,0.31338532110091744
453344,2018,CHC,14.0,43.0,5.0,19.0,25.0,22.0,30.0,3.0,29.0,2.0,31.0,16.0,0.0,0.38041975308641973
453385,2015,CHC,14.0,91.0,2.0,44.0,42.0,48.0,61.0,5.0,40.0,6.0,82.0,15.0,2.0,0.31760666666666665
453385,2016,CHC,5.0,41.0,0.0,10.0,15.0,26.0,15.0,2.0,11.0,2.0,35.0,4.0,1.0,0.30974545454545455
453385,2016,SD,18.0,113.0,4.0,41.0,51.0,55.0,69.0,5.0,45.0,6.0,94.0,21.0,2.0,0.31682080924855494
453385,2017,SD,85.0,387.0,16.0,152.0,176.0,177.0,260.0,28.0,195.0,22.0,270.0,76.0,38.0,0.3664499205087441
453385,2018,SD,79.0,291.0,15.0,119.0,124.0,147.0,232.0,31.0,126.0,33.0,231.0,68.0,6.0,0.3760767676767677
453385,2019,TOR,26.0,87.0,9.0,35.0,51.0,33.0,73.0,15.0,34.0,8.0,70.0,25.0,4.0,0.38185256410256413
453562,2015,CHC,81.0,334.0,23.0,142.0,162.0,187.0,231.0,13.0,131.0,21.0,272.0,102.0,22.0,0.2994349376114082
453562,2016,CHC,84.0,281.0,27.0,131.0,128.0,151.0,244.0,25.0,120.0,26.0,222.0,97.0,21.0,0.3380880626223092
453562,2017,CHC,116.0,218.0,23.0,122.0,136.0,125.0,183.0,27.0,117.0,26.0,166.0,118.0,21.0,0.3598463157894737
453562,2018,PHI,96.0,270.0,28.0,126.0,147.0,144.0,226.0,29.0,131.0,25.0,217.0,104.0,10.0,0.34667054263565894
453562,2019,PHI,74.0,224.0,19.0,109.0,130.0,110.0,185.0,29.0,112.0,24.0,177.0,74.0,7.0,0.37534751773049646
453562,2020,PHI,25.0,73.0,5.0,38.0,51.0,36.0,54.0,11.0,39.0,5.0,59.0,22.0,2.0,0.39766666666666667
453562,2021,CHC,71.0,135.0,8.0,78.0,79.0,81.0,132.0,27.0,72.0,19.0,99.0,61.0,14.0,0.41920205479452055
453562,2021,SD,10.0,19.0,1.0,14.0,15.0,11.0,18.0,4.0,11.0,4.0,14.0,9.0,2.0,0.39618181818181825
453646,2015,STL,45.0,73.0,15.0,39.0,47.0,50.0,73.0,5.0,40.0,12.0,54.0,49.0,3.0,0.34070552147239264
453646,2016,SD,51.0,107.0,18.0,67.0,56.0,57.0,115.0,21.0,70.0,13.0,74.0,54.0,3.0,0.42021702127659577
453895,2015,NYY,2.0,3.0,1.0,2.0,0.0,2.0,6.0,0.0,3.0,1.0,2.0,2.0,0.0,0.435875
453943,2020,NYM,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.969
455009,2015,MIL,12.0,57.0,4.0,36.0,28.0,45.0,36.0,4.0,24.0,9.0,44.0,18.0,4.0,0.3647864077669903
455009,2015,STL,8.0,39.0,1.0,15.0,20.0,20.0,23.0,3.0,6.0,6.0,29.0,7.0,3.0,0.3548148148148148
455009,2016,STL,32.0,88.0,7.0,48.0,49.0,62.0,61.0,9.0,45.0,6.0,73.0,32.0,5.0,0.33788823529411766
455009,2017,STL,11.0,24.0,1.0,15.0,9.0,20.0,15.0,3.0,17.0,1.0,14.0,10.0,3.0,0.4032291666666667
455119,2015,NYY,12.0,41.0,0.0,21.0,24.0,19.0,31.0,4.0,21.0,5.0,37.0,7.0,0.0,0.40656756756756757
455119,2018,TEX,29.0,54.0,10.0,39.0,38.0,49.0,42.0,8.0,36.0,7.0,44.0,31.0,6.0,0.390530303030303
455119,2019,ATL,9.0,24.0,1.0,12.0,16.0,10.0,20.0,3.0,15.0,2.0,18.0,7.0,1.0,0.4142608695652174
455119,2019,TEX,24.0,50.0,3.0,23.0,31.0,34.0,35.0,10.0,23.0,5.0,38.0,22.0,2.0,0.39237
455119,2020,ATL,14.0,16.0,2.0,10.0,17.0,17.0,8.0,4.0,9.0,3.0,12.0,10.0,4.0,0.40292857142857147
455119,2021,ATL,37.0,70.0,1.0,31.0,43.0,34.0,62.0,8.0,33.0,10.0,55.0,28.0,4.0,0.35345652173913045
455119,2022,CHC,18.0,47.0,4.0,20.0,24.0,27.0,38.0,8.0,23.0,4.0,32.0,16.0,6.0,0.39117977528089887
455119,2022,LAD,14.0,25.0,8.0,9.0,12.0,23.0,21.0,4.0,12.0,4.0,15.0,15.0,6.0,0.3065178571428571
455374,2015,PIT,44.0,50.0,20.0,32.0,40.0,56.0,48.0,8.0,32.0,2.0,32.0,56.0,9.0,0.30058273381294964
455374,2016,NYM,29.0,48.0,16.0,32.0,32.0,34.0,59.0,11.0,26.0,9.0,33.0,36.0,7.0,0.370655737704918
455374,2016,PIT,24.0,11.0,7.0,20.0,11.0,21.0,26.0,4.0,12.0,3.0,9.0,28.0,1.0,0.2971052631578947
455374,2017,PIT,15.0,6.0,4.0,10.0,9.0,10.0,15.0,5.0,8.0,3.0,5.0,12.0,2.0,0.5380285714285714
455376,2017,DET,7.0,12.0,1.0,3.0,6.0,6.0,11.0,0.0,7.0,2.0,7.0,6.0,1.0,0.2942608695652174
456027,2015,TEX,12.0,21.0,6.0,20.0,12.0,21.0,26.0,3.0,16.0,6.0,14.0,15.0,2.0,0.37739285714285714
456027,2016,CIN,40.0,62.0,24.0,58.0,51.0,59.0,70.0,12.0,42.0,15.0,44.0,59.0,7.0,0.39225139664804465
456034,2015,DET,107.0,173.0,24.0,118.0,108.0,149.0,140.0,22.0,117.0,20.0,136.0,100.0,11.0,0.37180295566502464
456034,2015,TOR,33.0,85.0,18.0,55.0,51.0,52.0,61.0,6.0,38.0,16.0,66.0,54.0,8.0,0.3113244680851064
456034,2016,BOS,163.0,299.0,48.0,156.0,167.0,181.0,318.0,42.0,183.0,22.0,214.0,166.0,25.0,0.3700950920245399
456034,2017,BOS,59.0,86.0,14.0,54.0,68.0,57.0,88.0,14.0,50.0,10.0,67.0,58.0,13.0,0.36138679245283023
456034,2018,BOS,122.0,199.0,45.0,119.0,134.0,144.0,203.0,34.0,128.0,31.0,136.0,134.0,19.0,0.37963278008298756
456034,2019,BOS,68.0,123.0,19.0,85.0,84.0,84.0,127.0,24.0,77.0,18.0,86.0,77.0,12.0,0.39638775510204083
456034,2021,LAD,39.0,120.0,16.0,62.0,71.0,76.0,90.0,12.0,57.0,14.0,85.0,48.0,19.0,0.3390085106382979
456034,2022,LAD,29.0,68.0,3.0,21.0,45.0,30.0,46.0,9.0,30.0,7.0,49.0,21.0,4.0,0.3748333333333333
456051,2015,CWS,19.0,45.0,17.0,33.0,33.0,39.0,42.0,7.0,27.0,5.0,36.0,34.0,2.0,0.3521711711711712
456051,2019,MIA,29.0,28.0,8.0,20.0,25.0,33.0,27.0,7.0,17.0,9.0,18.0,30.0,2.0,0.3796867469879518
456068,2015,BAL,88.0,192.0,36.0,138.0,120.0,133.0,201.0,26.0,124.0,23.0,143.0,112.0,13.0,0.3709024943310658
456068,2016,CWS,107.0,179.0,33.0,111.0,114.0,116.0,200.0,17.0,111.0,21.0,139.0,124.0,11.0,0.3433735224586289
456068,2017,CWS,127.0,173.0,35.0,117.0,133.0,118.0,190.0,29.0,103.0,31.0,124.0,142.0,17.0,0.36420627802690586
456068,2017,TEX,28.0,23.0,7.0,13.0,12.0,27.0,32.0,6.0,16.0,7.0,12.0,25.0,5.0,0.39498591549295775
456068,2018,CWS,12.0,21.0,5.0,17.0,18.0,13.0,24.0,7.0,13.0,5.0,18.0,11.0,1.0,0.4468909090909091
456071,2015,COL,29.0,139.0,6.0,53.0,60.0,58.0,109.0,16.0,48.0,12.0,100.0,24.0,5.0,0.38966341463414633
456071,2016,COL,1.0,9.0,0.0,7.0,5.0,5.0,7.0,1.0,7.0,1.0,5.0,1.0,1.0,0.44787499999999997
456121,2015,CHC,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.389
456124,2016,HOU,0.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.3228333333333333
456124,2016,PIT,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.5902499999999999
456124,2018,MIL,1.0,6.0,0.0,2.0,5.0,0.0,4.0,0.0,3.0,0.0,4.0,2.0,0.0,0.3316666666666667
456124,2020,NYY,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,0.426125
456167,2016,TEX,101.0,107.0,47.0,94.0,100.0,100.0,149.0,30.0,90.0,27.0,68.0,112.0,11.0,0.41338757396449705
456167,2017,TEX,78.0,71.0,43.0,51.0,61.0,70.0,95.0,22.0,49.0,9.0,49.0,102.0,10.0,0.36322821576763487
456379,2015,DET,35.0,90.0,8.0,46.0,47.0,44.0,88.0,6.0,50.0,6.0,66.0,36.0,2.0,0.3496566265060241
456379,2016,LAA,2.0,6.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,5.0,1.0,1.0,0.35511111111111116
456379,2017,CWS,2.0,12.0,2.0,6.0,9.0,5.0,8.0,0.0,5.0,0.0,12.0,4.0,1.0,0.2416818181818182
456379,2017,KC,6.0,16.0,0.0,5.0,9.0,6.0,12.0,0.0,8.0,1.0,12.0,6.0,0.0,0.2797037037037037
456387,2019,TOR,6.0,10.0,1.0,7.0,7.0,4.0,13.0,1.0,6.0,2.0,7.0,7.0,1.0,0.3974583333333333
456488,2019,BOS,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.43624999999999997
456496,2015,SD,18.0,25.0,6.0,19.0,25.0,21.0,22.0,6.0,11.0,4.0,17.0,23.0,4.0,0.3550153846153846
456501,2015,CIN,73.0,161.0,32.0,95.0,106.0,114.0,141.0,16.0,81.0,14.0,114.0,86.0,17.0,0.3329146341463415
456501,2015,KC,60.0,118.0,19.0,78.0,74.0,76.0,125.0,15.0,69.0,18.0,99.0,63.0,10.0,0.3769270072992701
456501,2016,SF,101.0,329.0,42.0,158.0,151.0,177.0,261.0,28.0,166.0,32.0,229.0,127.0,23.0,0.3538859504132231
456501,2017,SF,96.0,186.0,32.0,137.0,123.0,113.0,203.0,33.0,138.0,26.0,121.0,103.0,17.0,0.4193835616438356
456501,2018,SF,36.0,71.0,14.0,37.0,44.0,43.0,71.0,15.0,26.0,6.0,60.0,43.0,5.0,0.35540645161290324
456501,2019,SF,11.0,25.0,2.0,7.0,9.0,11.0,25.0,4.0,8.0,1.0,18.0,9.0,3.0,0.34906976744186047
456501,2020,SF,46.0,82.0,9.0,55.0,49.0,41.0,102.0,11.0,57.0,8.0,58.0,52.0,4.0,0.37616842105263154
456501,2021,SF,90.0,147.0,24.0,97.0,103.0,107.0,148.0,23.0,101.0,20.0,98.0,87.0,29.0,0.3916005586592179
456501,2022,CWS,141.0,219.0,35.0,115.0,164.0,133.0,213.0,37.0,124.0,29.0,153.0,135.0,30.0,0.3453444881889764
456696,2015,ARI,18.0,39.0,9.0,31.0,35.0,31.0,31.0,9.0,20.0,8.0,30.0,26.0,2.0,0.39661052631578947
456696,2016,PHI,45.0,83.0,22.0,57.0,47.0,75.0,84.0,8.0,57.0,17.0,61.0,57.0,6.0,0.3664223300970874
