PitcherID,Season,PitcherTeam,FB,GB,IFFB,LD,Center,Oppo,Pull,Barrel,FlareBurner,SolidContact,Topped,Under,Weak,xwOBAcon
112526,2015,NYM,151.0,287.0,37.0,176.0,195.0,220.0,236.0,35.0,169.0,33.0,223.0,158.0,15.0,0.36761453396524485
112526,2016,NYM,139.0,283.0,40.0,166.0,175.0,203.0,250.0,33.0,169.0,39.0,202.0,148.0,15.0,0.36531023102310234
112526,2017,ATL,43.0,112.0,15.0,66.0,65.0,77.0,82.0,17.0,62.0,16.0,75.0,49.0,11.0,0.39971739130434786
112526,2017,MIN,86.0,119.0,19.0,63.0,82.0,95.0,107.0,21.0,64.0,24.0,78.0,86.0,12.0,0.3766350877192982
112526,2018,TEX,129.0,224.0,29.0,137.0,157.0,115.0,243.0,39.0,129.0,45.0,168.0,118.0,19.0,0.40116409266409264
115629,2015,COL,14.0,37.0,2.0,12.0,21.0,22.0,22.0,3.0,12.0,2.0,31.0,11.0,1.0,0.32766666666666666
115629,2015,TOR,8.0,30.0,5.0,13.0,19.0,18.0,19.0,3.0,19.0,2.0,18.0,10.0,1.0,0.38786792452830193
136600,2015,CLE,5.0,16.0,0.0,9.0,9.0,10.0,11.0,5.0,9.0,2.0,9.0,2.0,1.0,0.5962857142857143
150116,2015,DET,21.0,54.0,6.0,36.0,29.0,38.0,50.0,6.0,35.0,9.0,40.0,21.0,2.0,0.4226814159292035
150274,2016,CHC,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.39675
150274,2016,SF,6.0,3.0,0.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,7.0,0.0,0.20927272727272728
150302,2015,CIN,28.0,80.0,6.0,50.0,38.0,50.0,76.0,4.0,48.0,9.0,58.0,29.0,1.0,0.35473825503355705
150359,2015,PIT,70.0,273.0,20.0,133.0,121.0,146.0,229.0,24.0,134.0,24.0,205.0,80.0,12.0,0.3747390396659708
217096,2015,OAK,7.0,12.0,2.0,8.0,6.0,10.0,13.0,5.0,6.0,0.0,10.0,6.0,2.0,0.47089655172413797
218596,2015,SF,57.0,238.0,16.0,106.0,108.0,112.0,197.0,20.0,105.0,13.0,176.0,58.0,8.0,0.3671342105263158
234194,2015,NYM,6.0,11.0,1.0,7.0,9.0,8.0,8.0,0.0,6.0,4.0,9.0,6.0,0.0,0.36107999999999996
276351,2015,ATL,26.0,23.0,11.0,25.0,24.0,29.0,31.0,4.0,23.0,7.0,18.0,30.0,1.0,0.38166265060240967
276351,2016,ATL,20.0,9.0,2.0,13.0,13.0,18.0,13.0,1.0,12.0,5.0,6.0,18.0,0.0,0.374547619047619
276351,2016,TOR,28.0,32.0,7.0,25.0,24.0,34.0,34.0,9.0,22.0,3.0,25.0,30.0,2.0,0.4058021978021978
276351,2017,TEX,14.0,10.0,8.0,22.0,12.0,21.0,18.0,2.0,18.0,3.0,4.0,20.0,7.0,0.4111481481481482
276351,2017,TOR,17.0,22.0,6.0,18.0,17.0,15.0,27.0,8.0,16.0,8.0,17.0,12.0,1.0,0.5223225806451613
276514,2015,CIN,6.0,13.0,2.0,11.0,12.0,9.0,11.0,4.0,10.0,3.0,7.0,6.0,2.0,0.51990625
276520,2017,CIN,78.0,82.0,22.0,74.0,74.0,58.0,122.0,26.0,64.0,12.0,56.0,81.0,6.0,0.40991020408163265
276542,2015,SD,34.0,79.0,15.0,38.0,39.0,56.0,67.0,8.0,30.0,4.0,57.0,46.0,11.0,0.31775000000000003
276542,2016,SEA,15.0,29.0,6.0,17.0,10.0,21.0,36.0,3.0,17.0,1.0,21.0,21.0,2.0,0.3157846153846154
276542,2016,TOR,15.0,23.0,6.0,16.0,14.0,20.0,26.0,3.0,20.0,5.0,14.0,16.0,2.0,0.36415000000000003
276542,2017,PHI,33.0,39.0,17.0,23.0,35.0,41.0,35.0,8.0,24.0,6.0,25.0,43.0,5.0,0.3346486486486487
276542,2017,PIT,8.0,12.0,3.0,9.0,9.0,9.0,14.0,2.0,8.0,1.0,7.0,11.0,2.0,0.3755483870967742
279571,2015,STL,23.0,58.0,2.0,23.0,34.0,28.0,40.0,2.0,27.0,2.0,41.0,24.0,4.0,0.30335999999999996
279571,2016,WSH,26.0,72.0,8.0,40.0,37.0,54.0,50.0,4.0,39.0,9.0,48.0,31.0,6.0,0.3545109489051095
279571,2017,MIN,36.0,72.0,13.0,48.0,46.0,53.0,58.0,9.0,36.0,9.0,55.0,48.0,10.0,0.3271916167664671
279571,2018,CLE,7.0,17.0,3.0,10.0,12.0,13.0,12.0,2.0,7.0,4.0,11.0,7.0,0.0,0.4016774193548387
279571,2018,MIN,18.0,42.0,4.0,22.0,17.0,33.0,36.0,7.0,24.0,6.0,28.0,16.0,3.0,0.3911190476190476
279824,2015,TOR,144.0,332.0,48.0,172.0,198.0,185.0,312.0,34.0,182.0,45.0,231.0,147.0,36.0,0.36133925925925925
282332,2015,NYY,109.0,257.0,32.0,135.0,129.0,145.0,258.0,22.0,149.0,29.0,184.0,120.0,15.0,0.34562427745664737
282332,2016,NYY,110.0,279.0,46.0,107.0,122.0,154.0,265.0,24.0,108.0,27.0,214.0,127.0,27.0,0.3187267552182163
282332,2017,NYY,69.0,229.0,29.0,121.0,143.0,97.0,189.0,18.0,115.0,21.0,159.0,86.0,39.0,0.3556666666666667
282332,2018,NYY,96.0,208.0,50.0,109.0,126.0,112.0,189.0,24.0,112.0,26.0,153.0,118.0,26.0,0.3201895424836601
282332,2019,NYY,91.0,131.0,23.0,73.0,86.0,78.0,154.0,26.0,70.0,17.0,95.0,95.0,14.0,0.36822397476340696
285064,2015,SF,78.0,202.0,28.0,121.0,113.0,146.0,158.0,35.0,100.0,23.0,137.0,100.0,19.0,0.3932850241545894
285064,2016,PIT,56.0,111.0,19.0,74.0,61.0,77.0,100.0,18.0,57.0,10.0,78.0,67.0,11.0,0.3532738589211618
285079,2015,TOR,151.0,296.0,59.0,180.0,204.0,181.0,301.0,30.0,158.0,37.0,242.0,192.0,18.0,0.33272821270310193
285079,2016,TOR,121.0,226.0,53.0,133.0,128.0,171.0,234.0,39.0,141.0,27.0,161.0,131.0,30.0,0.39053875236294894
285079,2017,ATL,115.0,292.0,43.0,152.0,139.0,187.0,243.0,26.0,139.0,36.0,212.0,132.0,28.0,0.3465392670157068
329092,2015,STL,8.0,53.0,4.0,19.0,21.0,33.0,27.0,3.0,14.0,1.0,40.0,11.0,3.0,0.32075000000000004
346793,2015,SF,18.0,72.0,5.0,31.0,38.0,35.0,50.0,9.0,35.0,3.0,58.0,14.0,0.0,0.38667226890756307
346797,2015,TB,6.0,4.0,1.0,5.0,4.0,4.0,7.0,1.0,3.0,2.0,3.0,6.0,1.0,0.3970625
346798,2015,MIL,107.0,210.0,35.0,158.0,150.0,152.0,208.0,38.0,131.0,27.0,155.0,117.0,15.0,0.4071325051759835
346798,2016,TEX,15.0,14.0,1.0,10.0,11.0,7.0,22.0,7.0,7.0,2.0,10.0,13.0,1.0,0.46522499999999994
346847,2015,SEA,35.0,70.0,12.0,40.0,53.0,42.0,56.0,9.0,34.0,13.0,51.0,40.0,4.0,0.3740728476821192
400085,2015,MIA,2.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.7622
400089,2015,CHC,3.0,6.0,1.0,10.0,3.0,6.0,11.0,1.0,5.0,2.0,5.0,6.0,1.0,0.3836
405395,2022,STL,2.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.3961666666666666
407793,2015,STL,125.0,319.0,50.0,170.0,197.0,205.0,262.0,37.0,149.0,21.0,242.0,162.0,26.0,0.3449309262166405
407793,2016,CHC,117.0,220.0,32.0,137.0,132.0,155.0,203.0,30.0,126.0,32.0,150.0,126.0,11.0,0.3883768421052632
407793,2017,CHC,117.0,221.0,39.0,140.0,148.0,135.0,224.0,35.0,140.0,41.0,144.0,123.0,20.0,0.39970974155069583
407819,2015,WSH,23.0,62.0,13.0,38.0,37.0,42.0,57.0,6.0,34.0,4.0,40.0,30.0,14.0,0.341875
407819,2016,SD,10.0,33.0,3.0,15.0,19.0,14.0,25.0,4.0,18.0,2.0,28.0,9.0,0.0,0.36288524590163934
407822,2015,COL,67.0,233.0,20.0,112.0,110.0,112.0,210.0,20.0,89.0,24.0,169.0,74.0,22.0,0.35085678391959796
407822,2016,COL,86.0,213.0,27.0,109.0,100.0,108.0,186.0,28.0,113.0,22.0,155.0,91.0,15.0,0.38283726415094343
407822,2017,ARI,38.0,74.0,8.0,30.0,38.0,53.0,59.0,6.0,39.0,8.0,50.0,37.0,5.0,0.3330758620689655
407822,2018,ARI,18.0,61.0,7.0,25.0,31.0,29.0,47.0,7.0,38.0,4.0,35.0,19.0,4.0,0.40342990654205607
407822,2018,CHC,15.0,28.0,6.0,8.0,13.0,14.0,20.0,2.0,13.0,1.0,21.0,19.0,1.0,0.2841052631578947
407845,2015,CHC,5.0,16.0,0.0,7.0,7.0,7.0,12.0,1.0,10.0,0.0,9.0,6.0,2.0,0.3618571428571428
407845,2015,SEA,29.0,79.0,10.0,36.0,34.0,50.0,68.0,7.0,31.0,7.0,56.0,33.0,9.0,0.3223776223776224
407845,2016,MIA,16.0,57.0,3.0,29.0,24.0,30.0,51.0,3.0,31.0,2.0,40.0,17.0,7.0,0.3664
407845,2016,SD,10.0,37.0,3.0,12.0,14.0,17.0,28.0,1.0,13.0,3.0,34.0,10.0,0.0,0.26268852459016395
407845,2017,ARI,30.0,74.0,7.0,27.0,33.0,44.0,59.0,4.0,38.0,5.0,48.0,30.0,6.0,0.3388931297709924
407845,2018,MIN,25.0,54.0,12.0,30.0,45.0,33.0,41.0,8.0,31.0,4.0,39.0,26.0,8.0,0.3461293103448276
407845,2018,OAK,13.0,27.0,3.0,16.0,16.0,16.0,26.0,2.0,19.0,3.0,17.0,15.0,3.0,0.38261016949152543
407845,2019,OAK,7.0,24.0,4.0,9.0,12.0,15.0,17.0,4.0,9.0,1.0,14.0,8.0,4.0,0.370125
407845,2019,WSH,16.0,43.0,6.0,24.0,21.0,30.0,38.0,6.0,21.0,4.0,38.0,17.0,3.0,0.352561797752809
407890,2015,TEX,173.0,234.0,56.0,201.0,196.0,179.0,289.0,45.0,167.0,42.0,169.0,218.0,12.0,0.37215467075038283
407890,2016,TEX,109.0,131.0,38.0,90.0,108.0,94.0,166.0,25.0,87.0,24.0,84.0,125.0,12.0,0.3565266106442577
407908,2015,LAD,24.0,30.0,10.0,25.0,25.0,25.0,39.0,6.0,21.0,8.0,22.0,26.0,3.0,0.385360465116279
407908,2016,CHC,4.0,3.0,0.0,5.0,3.0,3.0,6.0,2.0,3.0,2.0,2.0,3.0,0.0,0.5783333333333334
407908,2016,SEA,14.0,16.0,13.0,22.0,10.0,28.0,27.0,4.0,17.0,4.0,8.0,27.0,3.0,0.38495238095238093
408061,2015,MIL,25.0,68.0,8.0,41.0,44.0,29.0,67.0,4.0,39.0,7.0,48.0,31.0,5.0,0.3558582089552239
408061,2016,DET,33.0,88.0,8.0,32.0,43.0,29.0,84.0,11.0,38.0,10.0,67.0,28.0,4.0,0.3618291139240506
408061,2017,DET,26.0,25.0,11.0,21.0,20.0,23.0,35.0,10.0,15.0,6.0,16.0,31.0,4.0,0.4056707317073171
408241,2015,SF,89.0,137.0,30.0,87.0,82.0,126.0,135.0,22.0,64.0,22.0,89.0,102.0,11.0,0.3523483870967742
408241,2016,SF,99.0,145.0,33.0,103.0,107.0,108.0,162.0,35.0,94.0,15.0,95.0,116.0,13.0,0.40359782608695655
408314,2018,NYM,5.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.6815714285714286
421685,2015,PHI,137.0,225.0,54.0,167.0,188.0,185.0,210.0,41.0,135.0,37.0,162.0,175.0,14.0,0.3780177304964539
424144,2015,ARI,19.0,34.0,3.0,20.0,27.0,24.0,25.0,2.0,18.0,1.0,23.0,22.0,2.0,0.32548529411764704
424144,2015,HOU,7.0,12.0,6.0,12.0,9.0,14.0,14.0,2.0,11.0,1.0,9.0,14.0,0.0,0.3454864864864865
424144,2016,WSH,20.0,47.0,12.0,30.0,33.0,33.0,43.0,6.0,21.0,4.0,35.0,29.0,6.0,0.365930693069307
424144,2017,WSH,23.0,28.0,13.0,24.0,28.0,30.0,30.0,6.0,26.0,6.0,16.0,28.0,5.0,0.3887701149425287
424144,2018,CLE,16.0,31.0,7.0,14.0,19.0,19.0,30.0,4.0,15.0,1.0,25.0,22.0,1.0,0.30504411764705885
424144,2019,CLE,25.0,50.0,4.0,31.0,22.0,36.0,52.0,5.0,25.0,7.0,39.0,29.0,3.0,0.3390648148148148
424144,2020,CLE,17.0,22.0,1.0,9.0,19.0,11.0,19.0,2.0,11.0,0.0,20.0,16.0,0.0,0.2949795918367347
424144,2021,CLE,2.0,8.0,1.0,2.0,3.0,5.0,5.0,1.0,4.0,0.0,5.0,2.0,1.0,0.30853846153846154
424144,2022,ARI,6.0,8.0,1.0,5.0,7.0,3.0,10.0,2.0,5.0,3.0,5.0,5.0,0.0,0.3612
424325,2015,CHC,2.0,4.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.33416666666666667
425386,2015,KC,133.0,196.0,36.0,162.0,142.0,139.0,246.0,34.0,152.0,34.0,133.0,140.0,22.0,0.3981980582524272
425386,2017,WSH,2.0,2.0,0.0,4.0,3.0,4.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.5195000000000001
425426,2016,KC,35.0,91.0,7.0,48.0,46.0,59.0,76.0,13.0,43.0,16.0,71.0,34.0,3.0,0.3933833333333333
425492,2015,KC,38.0,98.0,10.0,28.0,46.0,56.0,72.0,9.0,29.0,13.0,74.0,36.0,8.0,0.3026863905325444
425492,2016,OAK,37.0,96.0,19.0,47.0,48.0,64.0,81.0,8.0,53.0,4.0,67.0,50.0,12.0,0.32528865979381444
425492,2017,OAK,10.0,55.0,4.0,28.0,29.0,28.0,38.0,5.0,22.0,6.0,41.0,11.0,10.0,0.3478421052631579
425492,2017,WSH,7.0,23.0,3.0,9.0,11.0,16.0,15.0,0.0,14.0,0.0,18.0,10.0,0.0,0.3020952380952381
425492,2018,LAD,5.0,6.0,4.0,7.0,7.0,6.0,9.0,1.0,8.0,0.0,4.0,8.0,1.0,0.37995454545454543
425492,2018,WSH,25.0,64.0,12.0,34.0,33.0,48.0,47.0,5.0,27.0,14.0,53.0,32.0,3.0,0.3485223880597015
425532,2015,PHI,75.0,216.0,16.0,133.0,108.0,117.0,196.0,29.0,115.0,28.0,162.0,75.0,15.0,0.41026650943396226
425532,2016,STL,13.0,25.0,4.0,23.0,19.0,18.0,28.0,3.0,18.0,3.0,19.0,18.0,3.0,0.352125
425543,2015,DET,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4475
425560,2015,CWS,0.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0465
425626,2015,NYY,30.0,61.0,6.0,36.0,26.0,37.0,65.0,7.0,38.0,5.0,43.0,31.0,6.0,0.3657923076923077
425626,2016,MIL,21.0,28.0,0.0,14.0,20.0,15.0,22.0,8.0,16.0,4.0,19.0,13.0,1.0,0.4839180327868852
425657,2015,SF,9.0,72.0,7.0,17.0,25.0,29.0,51.0,0.0,22.0,1.0,57.0,15.0,3.0,0.23427551020408163
425657,2016,SF,10.0,55.0,4.0,17.0,22.0,19.0,43.0,4.0,20.0,1.0,43.0,14.0,2.0,0.3046309523809524
425772,2018,ARI,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8656666666666667
425772,2019,TEX,2.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,0.43525
425786,2015,CLE,18.0,30.0,2.0,20.0,15.0,24.0,29.0,6.0,21.0,4.0,23.0,15.0,0.0,0.4416086956521739
425794,2015,STL,15.0,45.0,3.0,24.0,27.0,23.0,37.0,3.0,20.0,5.0,33.0,16.0,6.0,0.30703614457831324
425794,2016,STL,111.0,281.0,38.0,192.0,187.0,179.0,255.0,37.0,165.0,32.0,212.0,137.0,27.0,0.38061967213114756
425794,2017,STL,69.0,199.0,15.0,117.0,113.0,109.0,164.0,17.0,118.0,15.0,137.0,80.0,25.0,0.3645637755102041
425794,2018,STL,24.0,62.0,9.0,26.0,36.0,28.0,57.0,8.0,23.0,7.0,50.0,25.0,4.0,0.35930769230769233
425794,2019,STL,104.0,257.0,29.0,130.0,155.0,130.0,235.0,34.0,135.0,26.0,183.0,103.0,17.0,0.3818012048192771
425794,2020,STL,44.0,84.0,13.0,50.0,59.0,47.0,84.0,12.0,50.0,10.0,61.0,48.0,10.0,0.38119895287958117
425794,2021,STL,128.0,290.0,26.0,151.0,190.0,144.0,261.0,37.0,155.0,34.0,218.0,131.0,19.0,0.3501632996632996
425794,2022,STL,151.0,262.0,27.0,159.0,157.0,154.0,288.0,39.0,164.0,40.0,185.0,145.0,25.0,0.36837792642140466
425796,2015,PHI,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.45283333333333337
425835,2015,LAD,3.0,9.0,3.0,12.0,7.0,8.0,12.0,3.0,8.0,1.0,7.0,7.0,0.0,0.4582692307692308
425835,2016,LAD,3.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.215
425840,2015,MIL,29.0,64.0,9.0,37.0,35.0,41.0,63.0,7.0,37.0,9.0,44.0,31.0,7.0,0.35245925925925925
425840,2015,MIN,11.0,11.0,5.0,18.0,15.0,13.0,17.0,3.0,11.0,4.0,11.0,14.0,2.0,0.38820000000000005
425844,2015,LAD,100.0,294.0,42.0,162.0,161.0,182.0,255.0,24.0,130.0,19.0,230.0,150.0,19.0,0.3104423076923077
425844,2016,ARI,92.0,231.0,35.0,134.0,130.0,139.0,202.0,34.0,127.0,21.0,170.0,110.0,16.0,0.37698744769874476
425844,2017,ARI,109.0,259.0,37.0,136.0,160.0,126.0,234.0,40.0,116.0,33.0,185.0,127.0,29.0,0.37379433962264147
425844,2018,ARI,140.0,269.0,30.0,152.0,178.0,151.0,260.0,38.0,150.0,37.0,203.0,140.0,18.0,0.37448976109215015
425844,2019,ARI,88.0,177.0,27.0,111.0,105.0,131.0,165.0,27.0,96.0,28.0,140.0,93.0,12.0,0.3592777777777778
425844,2019,HOU,34.0,96.0,13.0,43.0,53.0,47.0,86.0,10.0,48.0,8.0,72.0,43.0,4.0,0.3276648648648649
425844,2020,HOU,46.0,84.0,15.0,51.0,63.0,55.0,77.0,16.0,47.0,11.0,64.0,49.0,9.0,0.376780612244898
425844,2021,HOU,129.0,246.0,29.0,135.0,142.0,159.0,238.0,35.0,136.0,31.0,184.0,127.0,26.0,0.3602374768089054
425844,2022,KC,112.0,200.0,34.0,136.0,131.0,137.0,214.0,33.0,126.0,38.0,167.0,111.0,7.0,0.36416597510373444
425856,2015,CLE,7.0,20.0,2.0,14.0,10.0,10.0,23.0,1.0,11.0,2.0,17.0,11.0,0.0,0.30095238095238097
425856,2016,TOR,23.0,34.0,8.0,18.0,25.0,26.0,32.0,6.0,18.0,3.0,26.0,25.0,0.0,0.34502564102564104
425877,2022,STL,3.0,4.0,0.0,4.0,4.0,3.0,4.0,1.0,6.0,1.0,1.0,2.0,0.0,0.4843636363636364
429400,2015,PHI,10.0,19.0,0.0,22.0,15.0,8.0,20.0,4.0,16.0,2.0,16.0,10.0,0.0,0.44133333333333336
429400,2016,ARI,4.0,4.0,2.0,11.0,9.0,7.0,5.0,1.0,10.0,2.0,3.0,4.0,0.0,0.5086
429717,2015,CHC,58.0,56.0,22.0,50.0,48.0,66.0,72.0,8.0,47.0,15.0,37.0,73.0,3.0,0.3453333333333333
429717,2015,MIA,100.0,137.0,55.0,112.0,112.0,120.0,157.0,30.0,97.0,20.0,98.0,135.0,10.0,0.35901282051282046
429719,2015,ATL,24.0,24.0,4.0,16.0,17.0,22.0,29.0,3.0,14.0,7.0,18.0,24.0,1.0,0.3220149253731343
429719,2015,CHC,21.0,45.0,4.0,28.0,38.0,25.0,35.0,3.0,27.0,3.0,37.0,24.0,1.0,0.35677894736842103
429719,2016,MIA,13.0,12.0,1.0,8.0,11.0,10.0,13.0,3.0,8.0,5.0,9.0,6.0,0.0,0.47296774193548385
429719,2016,SD,51.0,100.0,21.0,64.0,72.0,62.0,102.0,18.0,61.0,14.0,79.0,55.0,5.0,0.37984051724137935
429719,2017,BAL,9.0,7.0,1.0,6.0,2.0,8.0,13.0,3.0,5.0,2.0,5.0,6.0,1.0,0.48704545454545456
429719,2017,WSH,64.0,90.0,27.0,46.0,69.0,56.0,100.0,20.0,43.0,10.0,68.0,71.0,11.0,0.3825112107623318
429719,2018,OAK,65.0,103.0,30.0,76.0,76.0,65.0,114.0,23.0,67.0,16.0,77.0,78.0,10.0,0.3823505535055351
429719,2019,DET,31.0,60.0,7.0,41.0,41.0,30.0,66.0,12.0,39.0,13.0,40.0,30.0,3.0,0.42722627737226276
429719,2019,TOR,26.0,48.0,7.0,29.0,35.0,19.0,56.0,18.0,25.0,9.0,35.0,21.0,1.0,0.48095412844036695
429722,2015,MIN,69.0,143.0,30.0,93.0,96.0,84.0,155.0,16.0,96.0,21.0,106.0,82.0,9.0,0.385530303030303
429722,2016,MIN,127.0,236.0,40.0,139.0,156.0,157.0,229.0,32.0,141.0,23.0,170.0,135.0,16.0,0.36543133462282396
429722,2017,MIN,159.0,267.0,67.0,134.0,155.0,154.0,303.0,37.0,141.0,25.0,181.0,193.0,39.0,0.3390827922077922
429722,2018,MIN,32.0,20.0,9.0,26.0,25.0,24.0,37.0,12.0,18.0,7.0,15.0,32.0,3.0,0.46308045977011497
429722,2019,CWS,19.0,17.0,7.0,10.0,18.0,14.0,21.0,11.0,8.0,2.0,15.0,16.0,1.0,0.4840377358490566
429722,2021,KC,62.0,74.0,10.0,55.0,62.0,65.0,74.0,22.0,45.0,16.0,57.0,51.0,9.0,0.42332000000000003
429780,2015,MIA,20.0,33.0,6.0,21.0,35.0,19.0,26.0,11.0,12.0,8.0,24.0,18.0,5.0,0.4244230769230769
429780,2016,MIA,9.0,10.0,2.0,8.0,9.0,9.0,11.0,3.0,6.0,2.0,8.0,7.0,1.0,0.42470370370370375
429781,2015,PHI,20.0,41.0,3.0,28.0,27.0,20.0,45.0,4.0,28.0,5.0,33.0,17.0,1.0,0.4142159090909091
429783,2015,COL,31.0,30.0,21.0,41.0,38.0,49.0,36.0,5.0,31.0,5.0,23.0,50.0,0.0,0.3296140350877193
430404,2015,ATL,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.806
430580,2015,DET,130.0,287.0,50.0,160.0,144.0,153.0,330.0,38.0,156.0,46.0,202.0,134.0,17.0,0.3782529510961214
430580,2016,CIN,43.0,113.0,9.0,55.0,58.0,41.0,104.0,21.0,56.0,11.0,83.0,38.0,7.0,0.41394907407407405
430589,2015,HOU,18.0,88.0,8.0,31.0,36.0,39.0,69.0,8.0,21.0,9.0,78.0,21.0,6.0,0.3335174825174825
430589,2016,COL,23.0,67.0,2.0,29.0,31.0,40.0,50.0,12.0,28.0,8.0,54.0,15.0,2.0,0.41047899159663864
430589,2017,COL,11.0,33.0,1.0,11.0,15.0,6.0,34.0,5.0,12.0,2.0,22.0,10.0,3.0,0.36592592592592593
430599,2015,KC,28.0,62.0,10.0,25.0,33.0,30.0,62.0,8.0,32.0,5.0,46.0,26.0,4.0,0.4032148760330579
430599,2015,PIT,10.0,44.0,8.0,26.0,24.0,24.0,40.0,5.0,24.0,5.0,34.0,15.0,4.0,0.37131034482758624
430599,2016,LAD,62.0,71.0,17.0,57.0,70.0,58.0,79.0,11.0,53.0,14.0,57.0,67.0,3.0,0.3431463414634146
430599,2017,WSH,44.0,48.0,13.0,37.0,33.0,44.0,62.0,5.0,44.0,11.0,27.0,45.0,9.0,0.3717304964539007
430605,2015,CLE,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4266666666666667
430613,2015,TB,2.0,20.0,0.0,4.0,3.0,3.0,20.0,1.0,5.0,1.0,16.0,1.0,1.0,0.30432
430630,2015,ATL,6.0,5.0,0.0,2.0,3.0,7.0,3.0,3.0,2.0,1.0,4.0,3.0,0.0,0.5553846153846155
430630,2015,KC,16.0,35.0,3.0,17.0,12.0,26.0,33.0,1.0,22.0,3.0,23.0,14.0,4.0,0.36597014925373134
430634,2016,WSH,4.0,8.0,0.0,6.0,5.0,6.0,7.0,1.0,5.0,2.0,4.0,2.0,1.0,0.4563333333333333
430641,2015,MIN,44.0,106.0,11.0,55.0,61.0,82.0,73.0,10.0,48.0,9.0,83.0,52.0,10.0,0.3198820754716981
430641,2016,MIL,38.0,121.0,15.0,64.0,76.0,79.0,78.0,3.0,72.0,9.0,86.0,56.0,10.0,0.29583050847457626
430641,2017,BOS,33.0,48.0,12.0,37.0,42.0,42.0,45.0,8.0,41.0,3.0,33.0,38.0,4.0,0.3824645669291339
430641,2018,KC,14.0,44.0,4.0,25.0,16.0,24.0,40.0,7.0,25.0,4.0,33.0,16.0,1.0,0.4163139534883721
430661,2015,PHI,15.0,32.0,5.0,25.0,23.0,22.0,32.0,5.0,21.0,7.0,22.0,17.0,4.0,0.4141447368421053
430661,2016,MIA,32.0,100.0,7.0,42.0,43.0,42.0,96.0,7.0,39.0,11.0,81.0,33.0,7.0,0.31608988764044943
430661,2017,MIA,51.0,124.0,9.0,53.0,78.0,45.0,105.0,17.0,55.0,17.0,92.0,40.0,10.0,0.40769696969696967
430911,2015,ATL,23.0,23.0,5.0,27.0,23.0,28.0,27.0,9.0,19.0,6.0,16.0,25.0,3.0,0.4200384615384615
430912,2015,SF,48.0,75.0,17.0,66.0,48.0,80.0,78.0,22.0,51.0,17.0,54.0,49.0,5.0,0.4514444444444444
430912,2016,SF,62.0,117.0,30.0,78.0,73.0,79.0,100.0,20.0,70.0,19.0,85.0,73.0,7.0,0.3877810218978102
430912,2017,SF,100.0,195.0,28.0,118.0,126.0,88.0,196.0,27.0,118.0,24.0,137.0,106.0,20.0,0.3925625
430935,2015,PHI,52.0,180.0,24.0,99.0,95.0,117.0,129.0,13.0,93.0,21.0,133.0,64.0,15.0,0.3400353982300885
430935,2015,TEX,43.0,114.0,13.0,68.0,57.0,73.0,108.0,13.0,61.0,13.0,87.0,53.0,10.0,0.3585696202531645
430935,2016,TEX,115.0,280.0,26.0,142.0,147.0,144.0,272.0,34.0,147.0,29.0,204.0,112.0,24.0,0.37349454545454547
430935,2017,TEX,100.0,214.0,23.0,108.0,114.0,113.0,174.0,24.0,111.0,26.0,157.0,105.0,18.0,0.3551814058956916
430935,2018,CHC,44.0,97.0,8.0,49.0,52.0,62.0,81.0,11.0,63.0,9.0,62.0,40.0,8.0,0.3776165803108808
430935,2018,TEX,80.0,149.0,21.0,84.0,93.0,77.0,163.0,29.0,80.0,21.0,120.0,75.0,8.0,0.3992132132132132
430935,2019,CHC,88.0,194.0,25.0,102.0,122.0,108.0,178.0,31.0,104.0,24.0,137.0,96.0,12.0,0.37695049504950495
430935,2020,ATL,1.0,4.0,2.0,4.0,2.0,0.0,9.0,2.0,2.0,0.0,4.0,3.0,0.0,0.41727272727272724
430947,2017,SD,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.3026666666666667
431145,2019,LAD,2.0,4.0,3.0,2.0,4.0,0.0,7.0,0.0,2.0,1.0,4.0,4.0,0.0,0.22372727272727272
